統計年度,按照別,區域別,生母年齡,出生身分,嬰兒出生數
112,按發生日期分,新北市淡水區,50歲以上,婚生,1
112,按發生日期分,新北市淡水區,50歲以上,遺腹子,0
112,按發生日期分,新北市淡水區,50歲以上,非婚生已認領,0
112,按發生日期分,新北市淡水區,50歲以上,非婚生未認領,0
112,按發生日期分,新北市淡水區,50歲以上,無依兒童,0
112,按發生日期分,新北市汐止區,未滿15歲,婚生,0
112,按發生日期分,新北市汐止區,未滿15歲,遺腹子,0
112,按發生日期分,新北市汐止區,未滿15歲,非婚生已認領,0
112,按發生日期分,新北市汐止區,未滿15歲,非婚生未認領,0
112,按發生日期分,新北市汐止區,未滿15歲,無依兒童,0
112,按發生日期分,新北市汐止區,15～19歲,婚生,3
112,按發生日期分,新北市汐止區,15～19歲,遺腹子,0
112,按發生日期分,新北市汐止區,15～19歲,非婚生已認領,1
112,按發生日期分,新北市汐止區,15～19歲,非婚生未認領,1
112,按發生日期分,新北市汐止區,15～19歲,無依兒童,0
112,按發生日期分,新北市汐止區,20～24歲,婚生,44
112,按發生日期分,新北市汐止區,20～24歲,遺腹子,0
112,按發生日期分,新北市汐止區,20～24歲,非婚生已認領,0
112,按發生日期分,新北市汐止區,20～24歲,非婚生未認領,1
112,按發生日期分,新北市汐止區,20～24歲,無依兒童,0
112,按發生日期分,新北市汐止區,25～29歲,婚生,166
112,按發生日期分,新北市汐止區,25～29歲,遺腹子,0
112,按發生日期分,新北市汐止區,25～29歲,非婚生已認領,3
112,按發生日期分,新北市汐止區,25～29歲,非婚生未認領,5
112,按發生日期分,新北市汐止區,25～29歲,無依兒童,0
112,按發生日期分,新北市汐止區,30～34歲,婚生,332
112,按發生日期分,新北市汐止區,30～34歲,遺腹子,0
112,按發生日期分,新北市汐止區,30～34歲,非婚生已認領,4
112,按發生日期分,新北市汐止區,30～34歲,非婚生未認領,1
112,按發生日期分,新北市汐止區,30～34歲,無依兒童,0
112,按發生日期分,新北市汐止區,35～39歲,婚生,205
112,按發生日期分,新北市汐止區,35～39歲,遺腹子,0
112,按發生日期分,新北市汐止區,35～39歲,非婚生已認領,2
112,按發生日期分,新北市汐止區,35～39歲,非婚生未認領,1
112,按發生日期分,新北市汐止區,35～39歲,無依兒童,0
112,按發生日期分,新北市汐止區,40～44歲,婚生,65
112,按發生日期分,新北市汐止區,40～44歲,遺腹子,0
112,按發生日期分,新北市汐止區,40～44歲,非婚生已認領,0
112,按發生日期分,新北市汐止區,40～44歲,非婚生未認領,0
112,按發生日期分,新北市汐止區,40～44歲,無依兒童,0
112,按發生日期分,新北市汐止區,45～49歲,婚生,3
112,按發生日期分,新北市汐止區,45～49歲,遺腹子,0
112,按發生日期分,新北市汐止區,45～49歲,非婚生已認領,1
112,按發生日期分,新北市汐止區,45～49歲,非婚生未認領,0
112,按發生日期分,新北市汐止區,45～49歲,無依兒童,0
112,按發生日期分,新北市汐止區,50歲以上,婚生,0
112,按發生日期分,新北市汐止區,50歲以上,遺腹子,0
112,按發生日期分,新北市汐止區,50歲以上,非婚生已認領,0
112,按發生日期分,新北市汐止區,50歲以上,非婚生未認領,0
112,按發生日期分,新北市汐止區,50歲以上,無依兒童,0
112,按發生日期分,新北市瑞芳區,未滿15歲,婚生,0
112,按發生日期分,新北市瑞芳區,未滿15歲,遺腹子,0
112,按發生日期分,新北市瑞芳區,未滿15歲,非婚生已認領,0
112,按發生日期分,新北市瑞芳區,未滿15歲,非婚生未認領,0
112,按發生日期分,新北市瑞芳區,未滿15歲,無依兒童,0
112,按發生日期分,新北市瑞芳區,15～19歲,婚生,1
112,按發生日期分,新北市瑞芳區,15～19歲,遺腹子,0
112,按發生日期分,新北市瑞芳區,15～19歲,非婚生已認領,0
112,按發生日期分,新北市瑞芳區,15～19歲,非婚生未認領,1
112,按發生日期分,新北市瑞芳區,15～19歲,無依兒童,0
112,按發生日期分,新北市瑞芳區,20～24歲,婚生,17
112,按發生日期分,新北市瑞芳區,20～24歲,遺腹子,0
112,按發生日期分,新北市瑞芳區,20～24歲,非婚生已認領,1
112,按發生日期分,新北市瑞芳區,20～24歲,非婚生未認領,1
112,按發生日期分,新北市瑞芳區,20～24歲,無依兒童,0
112,按發生日期分,新北市瑞芳區,25～29歲,婚生,30
112,按發生日期分,新北市瑞芳區,25～29歲,遺腹子,0
112,按發生日期分,新北市瑞芳區,25～29歲,非婚生已認領,2
112,按發生日期分,新北市瑞芳區,25～29歲,非婚生未認領,1
112,按發生日期分,新北市瑞芳區,25～29歲,無依兒童,0
112,按發生日期分,新北市瑞芳區,30～34歲,婚生,45
112,按發生日期分,新北市瑞芳區,30～34歲,遺腹子,0
112,按發生日期分,新北市瑞芳區,30～34歲,非婚生已認領,1
112,按發生日期分,新北市瑞芳區,30～34歲,非婚生未認領,1
112,按發生日期分,新北市瑞芳區,30～34歲,無依兒童,0
112,按發生日期分,新北市瑞芳區,35～39歲,婚生,30
112,按發生日期分,新北市瑞芳區,35～39歲,遺腹子,0
112,按發生日期分,新北市瑞芳區,35～39歲,非婚生已認領,2
112,按發生日期分,新北市瑞芳區,35～39歲,非婚生未認領,2
112,按發生日期分,新北市瑞芳區,35～39歲,無依兒童,0
112,按發生日期分,新北市瑞芳區,40～44歲,婚生,6
112,按發生日期分,新北市瑞芳區,40～44歲,遺腹子,0
112,按發生日期分,新北市瑞芳區,40～44歲,非婚生已認領,1
112,按發生日期分,新北市瑞芳區,40～44歲,非婚生未認領,0
112,按發生日期分,新北市瑞芳區,40～44歲,無依兒童,0
112,按發生日期分,新北市瑞芳區,45～49歲,婚生,5
112,按發生日期分,新北市瑞芳區,45～49歲,遺腹子,0
112,按發生日期分,新北市瑞芳區,45～49歲,非婚生已認領,0
112,按發生日期分,新北市瑞芳區,45～49歲,非婚生未認領,0
112,按發生日期分,新北市瑞芳區,45～49歲,無依兒童,0
112,按發生日期分,新北市瑞芳區,50歲以上,婚生,0
112,按發生日期分,新北市瑞芳區,50歲以上,遺腹子,0
112,按發生日期分,新北市瑞芳區,50歲以上,非婚生已認領,0
112,按發生日期分,新北市瑞芳區,50歲以上,非婚生未認領,0
112,按發生日期分,新北市瑞芳區,50歲以上,無依兒童,0
112,按發生日期分,新北市土城區,未滿15歲,婚生,0
112,按發生日期分,新北市土城區,未滿15歲,遺腹子,0
112,按發生日期分,新北市土城區,未滿15歲,非婚生已認領,0
112,按發生日期分,新北市土城區,未滿15歲,非婚生未認領,0
112,按發生日期分,新北市土城區,未滿15歲,無依兒童,0
112,按發生日期分,新北市土城區,15～19歲,婚生,5
112,按發生日期分,新北市土城區,15～19歲,遺腹子,0
112,按發生日期分,新北市土城區,15～19歲,非婚生已認領,1
112,按發生日期分,新北市土城區,15～19歲,非婚生未認領,5
112,按發生日期分,新北市土城區,15～19歲,無依兒童,0
112,按發生日期分,新北市土城區,20～24歲,婚生,69
112,按發生日期分,新北市土城區,20～24歲,遺腹子,0
112,按發生日期分,新北市土城區,20～24歲,非婚生已認領,1
112,按發生日期分,新北市土城區,20～24歲,非婚生未認領,7
112,按發生日期分,新北市土城區,20～24歲,無依兒童,0
112,按發生日期分,新北市土城區,25～29歲,婚生,227
112,按發生日期分,新北市土城區,25～29歲,遺腹子,0
112,按發生日期分,新北市土城區,25～29歲,非婚生已認領,3
112,按發生日期分,新北市土城區,25～29歲,非婚生未認領,5
112,按發生日期分,新北市土城區,25～29歲,無依兒童,0
112,按發生日期分,新北市土城區,30～34歲,婚生,420
112,按發生日期分,新北市土城區,30～34歲,遺腹子,0
112,按發生日期分,新北市土城區,30～34歲,非婚生已認領,5
112,按發生日期分,新北市土城區,30～34歲,非婚生未認領,6
112,按發生日期分,新北市土城區,30～34歲,無依兒童,0
112,按發生日期分,新北市土城區,35～39歲,婚生,306
112,按發生日期分,新北市土城區,35～39歲,遺腹子,1
112,按發生日期分,新北市土城區,35～39歲,非婚生已認領,1
112,按發生日期分,新北市土城區,35～39歲,非婚生未認領,6
112,按發生日期分,新北市土城區,35～39歲,無依兒童,0
112,按發生日期分,新北市土城區,40～44歲,婚生,59
112,按發生日期分,新北市土城區,40～44歲,遺腹子,0
112,按發生日期分,新北市土城區,40～44歲,非婚生已認領,3
112,按發生日期分,新北市土城區,40～44歲,非婚生未認領,0
112,按發生日期分,新北市土城區,40～44歲,無依兒童,0
112,按發生日期分,新北市土城區,45～49歲,婚生,5
112,按發生日期分,新北市土城區,45～49歲,遺腹子,0
112,按發生日期分,新北市土城區,45～49歲,非婚生已認領,0
112,按發生日期分,新北市土城區,45～49歲,非婚生未認領,0
112,按發生日期分,新北市土城區,45～49歲,無依兒童,0
112,按發生日期分,新北市土城區,50歲以上,婚生,0
112,按發生日期分,新北市土城區,50歲以上,遺腹子,0
112,按發生日期分,新北市土城區,50歲以上,非婚生已認領,0
112,按發生日期分,新北市土城區,50歲以上,非婚生未認領,0
112,按發生日期分,新北市土城區,50歲以上,無依兒童,0
112,按發生日期分,新北市蘆洲區,未滿15歲,婚生,0
112,按發生日期分,新北市蘆洲區,未滿15歲,遺腹子,0
112,按發生日期分,新北市蘆洲區,未滿15歲,非婚生已認領,0
112,按發生日期分,新北市蘆洲區,未滿15歲,非婚生未認領,0
112,按發生日期分,新北市蘆洲區,未滿15歲,無依兒童,0
112,按發生日期分,新北市蘆洲區,15～19歲,婚生,3
112,按發生日期分,新北市蘆洲區,15～19歲,遺腹子,0
112,按發生日期分,新北市蘆洲區,15～19歲,非婚生已認領,1
112,按發生日期分,新北市蘆洲區,15～19歲,非婚生未認領,2
112,按發生日期分,新北市蘆洲區,15～19歲,無依兒童,0
112,按發生日期分,新北市蘆洲區,20～24歲,婚生,67
112,按發生日期分,新北市蘆洲區,20～24歲,遺腹子,0
112,按發生日期分,新北市蘆洲區,20～24歲,非婚生已認領,0
112,按發生日期分,新北市蘆洲區,20～24歲,非婚生未認領,4
112,按發生日期分,新北市蘆洲區,20～24歲,無依兒童,0
112,按發生日期分,新北市蘆洲區,25～29歲,婚生,191
112,按發生日期分,新北市蘆洲區,25～29歲,遺腹子,0
112,按發生日期分,新北市蘆洲區,25～29歲,非婚生已認領,2
112,按發生日期分,新北市蘆洲區,25～29歲,非婚生未認領,5
112,按發生日期分,新北市蘆洲區,25～29歲,無依兒童,0
112,按發生日期分,新北市蘆洲區,30～34歲,婚生,370
112,按發生日期分,新北市蘆洲區,30～34歲,遺腹子,0
112,按發生日期分,新北市蘆洲區,30～34歲,非婚生已認領,5
112,按發生日期分,新北市蘆洲區,30～34歲,非婚生未認領,6
112,按發生日期分,新北市蘆洲區,30～34歲,無依兒童,0
112,按發生日期分,新北市蘆洲區,35～39歲,婚生,238
112,按發生日期分,新北市蘆洲區,35～39歲,遺腹子,0
112,按發生日期分,新北市蘆洲區,35～39歲,非婚生已認領,5
112,按發生日期分,新北市蘆洲區,35～39歲,非婚生未認領,2
112,按發生日期分,新北市蘆洲區,35～39歲,無依兒童,0
112,按發生日期分,新北市蘆洲區,40～44歲,婚生,77
112,按發生日期分,新北市蘆洲區,40～44歲,遺腹子,0
112,按發生日期分,新北市蘆洲區,40～44歲,非婚生已認領,1
112,按發生日期分,新北市蘆洲區,40～44歲,非婚生未認領,2
112,按發生日期分,新北市蘆洲區,40～44歲,無依兒童,0
112,按發生日期分,新北市蘆洲區,45～49歲,婚生,5
112,按發生日期分,新北市蘆洲區,45～49歲,遺腹子,0
112,按發生日期分,新北市蘆洲區,45～49歲,非婚生已認領,0
112,按發生日期分,新北市蘆洲區,45～49歲,非婚生未認領,1
112,按發生日期分,新北市蘆洲區,45～49歲,無依兒童,0
112,按發生日期分,新北市蘆洲區,50歲以上,婚生,0
112,按發生日期分,新北市蘆洲區,50歲以上,遺腹子,0
112,按發生日期分,新北市蘆洲區,50歲以上,非婚生已認領,0
112,按發生日期分,新北市蘆洲區,50歲以上,非婚生未認領,0
112,按發生日期分,新北市蘆洲區,50歲以上,無依兒童,0
112,按發生日期分,新北市五股區,未滿15歲,婚生,0
112,按發生日期分,新北市五股區,未滿15歲,遺腹子,0
112,按發生日期分,新北市五股區,未滿15歲,非婚生已認領,0
112,按發生日期分,新北市五股區,未滿15歲,非婚生未認領,0
112,按發生日期分,新北市五股區,未滿15歲,無依兒童,0
112,按發生日期分,新北市五股區,15～19歲,婚生,2
112,按發生日期分,新北市五股區,15～19歲,遺腹子,0
112,按發生日期分,新北市五股區,15～19歲,非婚生已認領,0
112,按發生日期分,新北市五股區,15～19歲,非婚生未認領,1
112,按發生日期分,新北市五股區,15～19歲,無依兒童,0
112,按發生日期分,新北市五股區,20～24歲,婚生,45
112,按發生日期分,新北市五股區,20～24歲,遺腹子,0
112,按發生日期分,新北市五股區,20～24歲,非婚生已認領,0
112,按發生日期分,新北市五股區,20～24歲,非婚生未認領,1
112,按發生日期分,新北市五股區,20～24歲,無依兒童,0
112,按發生日期分,新北市五股區,25～29歲,婚生,110
112,按發生日期分,新北市五股區,25～29歲,遺腹子,0
112,按發生日期分,新北市五股區,25～29歲,非婚生已認領,4
112,按發生日期分,新北市五股區,25～29歲,非婚生未認領,1
112,按發生日期分,新北市五股區,25～29歲,無依兒童,0
112,按發生日期分,新北市五股區,30～34歲,婚生,202
